Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Splice_Site	total	MutatedSamples	AlteredSamples
STK36	0	0	0	0	1	0	0	1	1	1
STRC	0	0	0	0	1	0	0	1	1	1
STRN	0	0	0	0	1	0	0	1	1	1
STT3B	0	0	0	0	1	0	0	1	1	1
STX3	0	0	0	0	0	0	1	1	1	1
STXBP5L	0	0	0	0	1	0	0	1	1	1
SUDS3	0	0	0	0	1	0	0	1	1	1
SULF1	0	0	0	0	1	0	0	1	1	1
SULT1B1	0	0	0	0	1	0	0	1	1	1
SULT1C2	0	0	0	0	1	0	0	1	1	1
SUMO2	0	1	0	0	0	0	0	1	1	1
SUPT5H	0	0	0	0	1	0	0	1	1	1
SYNE1	0	0	0	0	1	0	0	1	1	1
SYNJ1	0	0	0	0	1	0	0	1	1	1
SYT1	0	0	0	0	1	0	0	1	1	1
SYT17	0	0	0	0	1	0	0	1	1	1
SYTL4	0	0	0	0	1	0	0	1	1	1
SYTL5	0	0	0	0	1	0	0	1	1	1
TACC2	0	0	0	0	1	0	0	1	1	1
TBC1D2	0	0	0	0	1	0	0	1	1	1
TBC1D21	0	0	0	0	1	0	0	1	1	1
TBC1D4	0	0	0	0	1	0	0	1	1	1
TBC1D8	0	0	0	0	1	0	0	1	1	1
TBC1D8B	0	0	0	0	1	0	0	1	1	1
TBX15	0	0	0	0	1	0	0	1	1	1
TBX18	0	0	0	0	1	0	0	1	1	1
TCEANC	0	0	0	0	1	0	0	1	1	1
TCEB3B	0	0	0	0	1	0	0	1	1	1
TCERG1L	0	0	0	0	1	0	0	1	1	1
TCF4	0	1	0	0	0	0	0	1	1	1
TCHHL1	0	0	0	0	1	0	0	1	1	1
TCL1A	0	0	0	0	1	0	0	1	1	1
TCTE3	0	0	0	0	1	0	0	1	1	1
TDRD10	0	0	0	0	1	0	0	1	1	1
TEK	0	0	0	0	1	0	0	1	1	1
TFAM	0	0	0	0	1	0	0	1	1	1
TGFBI	0	0	0	0	1	0	0	1	1	1
THEG	0	0	0	0	1	0	0	1	1	1
THOC5	0	0	0	0	1	0	0	1	1	1
THRB	0	0	0	0	1	0	0	1	1	1
TJAP1	0	0	0	0	1	0	0	1	1	1
TJP1	0	0	0	0	1	0	0	1	1	1
TLE6	0	0	0	0	1	0	0	1	1	1
TLR4	1	0	0	0	0	0	0	1	1	1
TM7SF4	0	0	0	0	1	0	0	1	1	1
TM9SF4	0	0	0	0	1	0	0	1	1	1
TMCO5A	0	0	0	0	1	0	0	1	1	1
TMEM104	0	0	0	0	0	1	0	1	1	1
TMEM108	0	0	0	0	1	0	0	1	1	1
TMEM18	0	0	0	0	1	0	0	1	1	1
TMEM198	0	0	0	0	1	0	0	1	1	1
TMEM200A	0	0	0	0	1	0	0	1	1	1
TMEM231	0	0	0	0	1	0	0	1	1	1
TMEM47	0	0	0	0	1	0	0	1	1	1
TMEM55A	0	0	0	0	1	0	0	1	1	1
TMPRSS13	0	0	0	0	1	0	0	1	1	1
TMTC2	0	0	0	0	1	0	0	1	1	1
TMTC4	0	0	0	0	1	0	0	1	1	1
TNNC2	0	0	0	0	1	0	0	1	1	1
TP73	0	0	0	0	1	0	0	1	1	1
TPH1	0	0	0	0	0	1	0	1	1	1
TPO	0	0	0	0	1	0	0	1	1	1
TPRG1	0	0	0	0	1	0	0	1	1	1
TPTE2	0	0	0	0	1	0	0	1	1	1
TRA2B	0	0	0	0	1	0	0	1	1	1
TRAM1L1	0	0	0	0	1	0	0	1	1	1
TRIM24	0	0	0	0	1	0	0	1	1	1
TRIM45	0	0	0	0	1	0	0	1	1	1
TRIM48	0	0	0	0	1	0	0	1	1	1
TRIO	0	0	0	0	1	0	0	1	1	1
TRIP4	0	0	0	0	0	0	1	1	1	1
TRNT1	0	0	0	0	1	0	0	1	1	1
TRO	0	0	0	0	1	0	0	1	1	1
TROAP	0	0	0	0	1	0	0	1	1	1
TRPC1	0	0	0	0	1	0	0	1	1	1
TRPC4AP	0	0	0	0	1	0	0	1	1	1
TRPM4	0	0	0	0	1	0	0	1	1	1
TRPM8	0	0	0	0	1	0	0	1	1	1
TSHZ3	0	0	0	0	1	0	0	1	1	1
TSKS	0	0	0	0	1	0	0	1	1	1
TSPAN2	0	0	0	0	0	0	1	1	1	1
TSPYL5	0	0	0	0	1	0	0	1	1	1
TTC26	0	0	0	0	0	1	0	1	1	1
TTLL2	0	0	0	0	1	0	0	1	1	1
TUBA1A	0	0	0	0	1	0	0	1	1	1
TUBGCP6	0	0	0	0	1	0	0	1	1	1
TUFT1	0	0	0	0	1	0	0	1	1	1
TUSC3	0	0	0	0	1	0	0	1	1	1
TYRO3	0	0	0	0	1	0	0	1	1	1
UBE2R2	0	0	1	0	0	0	0	1	1	1
UBN2	0	0	0	0	1	0	0	1	1	1
UBP1	0	0	0	0	1	0	0	1	1	1
UGT1A10	0	0	0	0	1	0	0	1	1	1
UNC45B	0	0	0	0	1	0	0	1	1	1
UPF1	0	0	0	0	1	0	0	1	1	1
UQCC	0	0	0	0	1	0	0	1	1	1
UQCR10	0	0	0	0	1	0	0	1	1	1
USP10	1	0	0	0	0	0	0	1	1	1
USP11	0	0	0	0	1	0	0	1	1	1
USP24	0	0	0	0	0	0	1	1	1	1
USP34	0	0	0	0	0	1	0	1	1	1
USP48	0	0	0	0	0	1	0	1	1	1
USP6	0	0	0	0	0	0	1	1	1	1
USP9X	0	1	0	0	0	0	0	1	1	1
VARS2	0	0	0	0	1	0	0	1	1	1
VASH1	0	0	0	0	1	0	0	1	1	1
VCAM1	0	0	0	0	1	0	0	1	1	1
VCAN	0	0	0	0	1	0	0	1	1	1
VIPR1	0	0	0	0	1	0	0	1	1	1
VLDLR	0	0	0	0	1	0	0	1	1	1
VPS13B	0	0	0	0	1	0	0	1	1	1
VPS13C	0	0	0	0	1	0	0	1	1	1
VPS13D	0	0	0	0	1	0	0	1	1	1
VPS26B	0	0	0	0	1	0	0	1	1	1
VPS72	0	0	0	0	1	0	0	1	1	1
VWA3B	0	1	0	0	0	0	0	1	1	1
VWCE	1	0	0	0	0	0	0	1	1	1
WAPAL	0	0	0	0	1	0	0	1	1	1
WBSCR17	0	0	0	0	0	1	0	1	1	1
WDR27	0	0	0	0	1	0	0	1	1	1
WDR35	0	0	0	0	1	0	0	1	1	1
WEE1	0	0	0	0	1	0	0	1	1	1
WEE2	0	0	0	0	1	0	0	1	1	1
WIPF1	0	0	0	0	1	0	0	1	1	1
WLS	0	0	0	0	1	0	0	1	1	1
WNK1	0	0	0	0	1	0	0	1	1	1
WNK3	0	0	0	0	1	0	0	1	1	1
WNK4	0	0	0	0	1	0	0	1	1	1
WRN	0	0	0	0	1	0	0	1	1	1
WSCD1	0	0	0	0	1	0	0	1	1	1
WSCD2	0	0	0	0	1	0	0	1	1	1
XIRP1	0	0	0	0	1	0	0	1	1	1
XIRP2	0	0	0	0	1	0	0	1	1	1
XKR4	0	0	0	0	1	0	0	1	1	1
YEATS2	0	0	0	0	1	0	0	1	1	1
ZBED4	0	0	0	0	1	0	0	1	1	1
ZBTB7B	0	0	0	0	1	0	0	1	1	1
ZC3HC1	0	0	0	0	1	0	0	1	1	1
ZFC3H1	0	0	0	0	1	0	0	1	1	1
ZFHX3	0	0	0	0	1	0	0	1	1	1
ZFHX4	0	0	0	0	1	0	0	1	1	1
ZFP42	0	0	0	0	1	0	0	1	1	1
ZMYND10	0	0	0	0	1	0	0	1	1	1
ZNF133	0	0	0	0	1	0	0	1	1	1
ZNF213	0	0	0	0	1	0	0	1	1	1
ZNF229	0	0	0	0	1	0	0	1	1	1
ZNF236	0	0	0	0	1	0	0	1	1	1
ZNF254	0	0	0	0	1	0	0	1	1	1
ZNF260	0	0	0	0	1	0	0	1	1	1
ZNF311	0	0	0	0	1	0	0	1	1	1
ZNF324B	0	0	0	0	1	0	0	1	1	1
ZNF37A	0	0	0	0	1	0	0	1	1	1
ZNF394	0	0	0	0	1	0	0	1	1	1
ZNF420	0	0	0	0	0	1	0	1	1	1
ZNF43	0	0	0	0	1	0	0	1	1	1
ZNF460	0	0	0	0	1	0	0	1	1	1
ZNF462	0	0	0	0	1	0	0	1	1	1
ZNF485	0	0	0	0	1	0	0	1	1	1
ZNF486	0	0	0	0	1	0	0	1	1	1
ZNF502	0	0	0	0	1	0	0	1	1	1
ZNF518B	0	0	0	0	1	0	0	1	1	1
ZNF548	0	0	0	0	1	0	0	1	1	1
ZNF616	0	0	0	0	1	0	0	1	1	1
ZNF638	0	0	0	0	1	0	0	1	1	1
ZNF642	0	0	0	0	1	0	0	1	1	1
ZNF646	0	0	0	0	1	0	0	1	1	1
ZNF677	0	0	0	0	1	0	0	1	1	1
ZNF689	0	0	0	0	1	0	0	1	1	1
ZNF75D	0	0	0	0	1	0	0	1	1	1
ZNF827	1	0	0	0	0	0	0	1	1	1
ZNF99	0	0	0	0	1	0	0	1	1	1
ZPBP	0	0	0	0	1	0	0	1	1	1
