"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0030832","GO:0030832","regulation of actin filament length","9/411","87/5021",0.28056257502487,0.800798027073445,0.727134654179557,"TMSB10/TMSB4X/PFN1/LMOD1/BRK1/ARF1/CDC42EP5/DSTN/CORO1B",9
"GO:0030833","GO:0030833","regulation of actin filament polymerization","8/411","76/5021",0.281082442086205,0.800798027073445,0.727134654179557,"TMSB10/TMSB4X/PFN1/LMOD1/BRK1/ARF1/CDC42EP5/CORO1B",8
"GO:0031100","GO:0031100","animal organ regeneration","4/411","33/5021",0.282873011135293,0.800798027073445,0.727134654179557,"RPS15/RPL19/RPS16/CDKN1A",4
"GO:0042102","GO:0042102","positive regulation of T cell proliferation","4/411","33/5021",0.282873011135293,0.800798027073445,0.727134654179557,"CD24/RPS3/HLA-E/HLA-A",4
"GO:0048662","GO:0048662","negative regulation of smooth muscle cell proliferation","4/411","33/5021",0.282873011135293,0.800798027073445,0.727134654179557,"CNN1/APOD/CDKN1A/TPM1",4
"GO:0090303","GO:0090303","positive regulation of wound healing","4/411","33/5021",0.282873011135293,0.800798027073445,0.727134654179557,"ACTG1/XBP1/CLDN4/CLDN3",4
"GO:0042391","GO:0042391","regulation of membrane potential","12/411","121/5021",0.285295913975852,0.800798027073445,0.727134654179557,"YWHAE/FLNA/JUN/UBB/RACK1/IFI6/TSPO/SLC26A3/PTN/CHRNA2/CAV1/FHL1",12
"GO:0048732","GO:0048732","gland development","17/411","178/5021",0.286825739946844,0.800798027073445,0.727134654179557,"RPS15/PSAP/KRT18/XBP1/RPL19/ALOX15B/HOXB13/RPS16/FASN/LBH/TSPO/MDK/SERPINA5/PTN/CDH1/CAV1/GPX1",17
"GO:0044057","GO:0044057","regulation of system process","19/411","201/5021",0.287289999061538,0.800798027073445,0.727134654179557,"YWHAE/ENO1/ACP3/DES/MYL9/CNN1/FLNA/OR51E2/NR4A1/CCN2/MYL2/TNNC1/MYH7/ERRFI1/PTGS2/CHGA/AGT/CAV1/TPM1",19
"GO:0051347","GO:0051347","positive regulation of transferase activity","19/411","201/5021",0.287289999061538,0.800798027073445,0.727134654179557,"HSP90AA1/TXN/RPLP1/HSP90AB1/CD24/CD74/LTF/CLU/CCN1/RPS2/EEF1A2/SDC4/RPS3/EGR1/HLA-DRB1/CDKN1A/TCIM/ERP29/AGT",19
"GO:0002279","GO:0002279","mast cell activation involved in immune response","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"VAMP8/CHGA",2
"GO:0002369","GO:0002369","T cell cytokine production","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"B2M/HLA-A",2
"GO:0002724","GO:0002724","regulation of T cell cytokine production","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"B2M/HLA-A",2
"GO:0003081","GO:0003081","regulation of systemic arterial blood pressure by renin-angiotensin","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"OR51E2/AGT",2
"GO:0006622","GO:0006622","protein targeting to lysosome","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"HSPA8/CLU",2
"GO:0007212","GO:0007212","dopamine receptor signaling pathway","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"FLNA/GNAS",2
"GO:0008207","GO:0008207","C21-steroid hormone metabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"EGR1/TSPO",2
"GO:0014912","GO:0014912","negative regulation of smooth muscle cell migration","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"TPM1/CORO1B",2
"GO:0015865","GO:0015865","purine nucleotide transport","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"SLC25A6/ABCC4",2
"GO:0030204","GO:0030204","chondroitin sulfate metabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"SPOCK2/CHPF",2
"GO:0031116","GO:0031116","positive regulation of microtubule polymerization","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"RPS3/HSPA1B",2
"GO:0031579","GO:0031579","membrane raft organization","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"S100A10/CAV1",2
"GO:0031639","GO:0031639","plasminogen activation","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"ENO1/PLAT",2
"GO:0033144","GO:0033144","negative regulation of intracellular steroid hormone receptor signaling pathway","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CALR/LBH",2
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"LTF/CCN1",2
"GO:0034123","GO:0034123","positive regulation of toll-like receptor signaling pathway","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"LTF/CAV1",2
"GO:0042181","GO:0042181","ketone biosynthetic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"TPI1/EGR1",2
"GO:0042744","GO:0042744","hydrogen peroxide catabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"PRDX5/GPX1",2
"GO:0044788","GO:0044788","modulation by host of viral process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"HSPA8/LTF",2
"GO:0045581","GO:0045581","negative regulation of T cell differentiation","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CD74/MDK",2
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"PTGS2/CAV1",2
"GO:0045981","GO:0045981","positive regulation of nucleotide metabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"ENO1/TMSB4X",2
"GO:0060142","GO:0060142","regulation of syncytium formation by plasma membrane fusion","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"GDF15/SCGB3A1",2
"GO:0070229","GO:0070229","negative regulation of lymphocyte apoptotic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CD74/PIP",2
"GO:0070231","GO:0070231","T cell apoptotic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"RPS6/PIP",2
"GO:0070570","GO:0070570","regulation of neuron projection regeneration","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"FLNA/PTN",2
"GO:0071624","GO:0071624","positive regulation of granulocyte chemotaxis","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CD74/MDK",2
"GO:1900077","GO:1900077","negative regulation of cellular response to insulin stimulus","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"SOCS3/LPL",2
"GO:1900102","GO:1900102","negative regulation of endoplasmic reticulum unfolded protein response","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"HSPA5/RACK1",2
"GO:1900544","GO:1900544","positive regulation of purine nucleotide metabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"ENO1/TMSB4X",2
"GO:1901099","GO:1901099","negative regulation of signal transduction in absence of ligand","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"IFI6/HSPA1B",2
"GO:1902750","GO:1902750","negative regulation of cell cycle G2/M phase transition","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CDKN1A/FHL1",2
"GO:1903580","GO:1903580","positive regulation of ATP metabolic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"ENO1/TMSB4X",2
"GO:1904031","GO:1904031","positive regulation of cyclin-dependent protein kinase activity","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"HSP90AB1/CDKN1A",2
"GO:1904894","GO:1904894","positive regulation of receptor signaling pathway via STAT","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CYP1B1/AGT",2
"GO:2000279","GO:2000279","negative regulation of DNA biosynthetic process","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"CDKN1A/DUSP1",2
"GO:2001240","GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand","2/411","13/5021",0.288626434911641,0.800798027073445,0.727134654179557,"IFI6/HSPA1B",2
"GO:0019221","GO:0019221","cytokine-mediated signaling pathway","14/411","144/5021",0.288654229198677,0.800798027073445,0.727134654179557,"P4HB/TMSB4X/HSP90AB1/KRT18/CD24/CD74/IFITM3/KRT8/EGR1/ISG15/CCL2/EIF5A/CAV1/HSPA1B",14
"GO:0032481","GO:0032481","positive regulation of type I interferon production","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"HSP90AA1/GAPDH/ISG15",3
"GO:0032945","GO:0032945","negative regulation of mononuclear cell proliferation","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"SDC4/SCGB1A1/HLA-DRB1",3
"GO:0045454","GO:0045454","cell redox homeostasis","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"TXN/PRDX5/GPX1",3
"GO:0048255","GO:0048255","mRNA stabilization","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"ZFP36/YBX1/PABPC1",3
"GO:0050672","GO:0050672","negative regulation of lymphocyte proliferation","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"SDC4/SCGB1A1/HLA-DRB1",3
"GO:0061014","GO:0061014","positive regulation of mRNA catabolic process","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"ZFP36/PABPC1/ZFP36L1",3
"GO:0061157","GO:0061157","mRNA destabilization","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"ZFP36/PABPC1/ZFP36L1",3
"GO:0065002","GO:0065002","intracellular protein transmembrane transport","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"HSPA5/SEC61A1/SEC61B",3
"GO:1902895","GO:1902895","positive regulation of pri-miRNA transcription by RNA polymerase II","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"FOS/JUN/EGR1",3
"GO:2000736","GO:2000736","regulation of stem cell differentiation","3/411","23/5021",0.289925390508935,0.800798027073445,0.727134654179557,"LBH/TACSTD2/PTN",3
"GO:0071346","GO:0071346","cellular response to interferon-gamma","5/411","44/5021",0.290008053645307,0.800798027073445,0.727134654179557,"ACTG1/RPL13A/HSP90AB1/GAPDH/CCL2",5
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","5/411","44/5021",0.290008053645307,0.800798027073445,0.727134654179557,"CCL2/CDKN1A/DUSP1/ZFP36L1/FHL1",5
"GO:0071900","GO:0071900","regulation of protein serine/threonine kinase activity","13/411","133/5021",0.29185938101765,0.80522362446011,0.731153152123478,"HSP90AB1/CD24/LTF/ACTB/RPS3/PPP1R1B/CDKN1A/TCIM/DUSP1/ERP29/AGT/CAV1/SFN",13
"GO:0042180","GO:0042180","cellular ketone metabolic process","8/411","77/5021",0.293312805616696,0.808544831823386,0.73416885007216,"TPI1/SLC45A3/CD74/GLO1/EGR1/PTGS2/PDK4/CAV1",8
"GO:0002262","GO:0002262","myeloid cell homeostasis","7/411","66/5021",0.293832649750434,0.809289075290523,0.734844632476469,"B2M/ZFP36/RPS19/RPS6/ISG15/ZFP36L1/HSPA1B",7
"GO:0061024","GO:0061024","membrane organization","31/411","342/5021",0.29809307334798,0.820325798278766,0.744866115399773,"HSP90AA1/S100A10/HSPA8/CD24/CLU/IGHG1/TMED9/IGKC/IGLC2/TSPO/IGHV3-30/ARF1/IGHM/IGHV4-39/IGHG4/IGHG3/IGHV5-51/IGHV3-73/IGHV4-4/IGHV4-34/IGHA1/IGHV3-23/IGHA2/IGHG2/IGLC3/IGHV1-3/IGHV3-7/VAMP8/SERPINA5/PTN/CAV1",31
"GO:0006605","GO:0006605","protein targeting","13/411","134/5021",0.301195682343591,0.827076653806151,0.750995976904628,"HSP90AA1/HSPA8/HSPA5/CLU/RPL11/TSPO/RN7SL1/RHOU/SEC61A1/SEC61B/SRP14/YWHAQ/MIPEP",13
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","13/411","134/5021",0.301195682343591,0.827076653806151,0.750995976904628,"HSP90AB1/PMEPA1/FOS/HSPA5/COL1A2/GDF15/JUN/CCN1/FMOD/EGR1/COL3A1/FSTL1/CAV1",13
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","4/411","34/5021",0.301822971534076,0.827076653806151,0.750995976904628,"SLC45A3/CD74/CCN1/PTGS2",4
"GO:0071479","GO:0071479","cellular response to ionizing radiation","4/411","34/5021",0.301822971534076,0.827076653806151,0.750995976904628,"HSPA5/EGR1/CDKN1A/RHOB",4
"GO:0098586","GO:0098586","cellular response to virus","4/411","34/5021",0.301822971534076,0.827076653806151,0.750995976904628,"HSP90AA1/IFI6/ARF1/EIF5A",4
"GO:0050920","GO:0050920","regulation of chemotaxis","9/411","89/5021",0.3034803536933,0.830915355547422,0.754481566240229,"CALR/TMSB4X/CD74/HSPB1/MDK/CCL2/DUSP1/PTN/CORO1B",9
"GO:0051258","GO:0051258","protein polymerization","12/411","123/5021",0.304792035067819,0.832717504449251,0.756117940050115,"HSP90AA1/TMSB10/TMSB4X/GPX4/PFN1/LMOD1/RPS3/BRK1/ARF1/CDC42EP5/HSPA1B/CORO1B",12
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","12/411","123/5021",0.304792035067819,0.832717504449251,0.756117940050115,"PSCA/CD74/PLA2G2A/CCN1/CCN2/HLA-DRB1/CCL2/ERRFI1/DUSP1/ZFP36L1/FN1/AGT",12
"GO:0051130","GO:0051130","positive regulation of cellular component organization","36/411","402/5021",0.305482276109125,0.832717504449251,0.756117940050115,"HSP90AA1/S100A10/CD63/HSPA5/B2M/PFN1/CLU/FLNA/LMOD1/GDF15/CLDN3/SDC4/RPS3/TMED9/CLSTN1/RACK1/BRK1/CCN2/ISG15/MDK/ARF1/LCN2/CDC42EP5/EIF4G2/SCGB3A1/EIF5A/PTN/FN1/AGT/DSTN/CAV1/SYNPO2/TPM1/GPX1/HSPA1B/CORO1B",36
"GO:0007611","GO:0007611","learning or memory","8/411","78/5021",0.305669579255683,0.832717504449251,0.756117940050115,"FOS/B2M/JUN/PPP1R1B/MDK/PTGS2/PTN/AGT",8
"GO:0003206","GO:0003206","cardiac chamber morphogenesis","5/411","45/5021",0.3064523820017,0.832717504449251,0.756117940050115,"CCN1/MYL2/TNNC1/MYH7/TPM1",5
"GO:0007259","GO:0007259","receptor signaling pathway via JAK-STAT","5/411","45/5021",0.3064523820017,0.832717504449251,0.756117940050115,"CYP1B1/SOCS3/CCL2/AGT/CAV1",5
"GO:0042476","GO:0042476","odontogenesis","5/411","45/5021",0.3064523820017,0.832717504449251,0.756117940050115,"COL1A2/KLK4/CA2/AQP3/COL1A1",5
"GO:0043280","GO:0043280","positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","5/411","45/5021",0.3064523820017,0.832717504449251,0.756117940050115,"CCN1/RPS3/RACK1/CCN2/BEX3",5
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","5/411","45/5021",0.3064523820017,0.832717504449251,0.756117940050115,"CD74/SDC4/SCGB1A1/MDK/HLA-DRB1",5
"GO:0002688","GO:0002688","regulation of leukocyte chemotaxis","6/411","56/5021",0.307729874339526,0.834883040925941,0.758084274336485,"CALR/CD74/MDK/CCL2/DUSP1/PTN",6
"GO:0048872","GO:0048872","homeostasis of number of cells","10/411","101/5021",0.311803080567235,0.834883040925941,0.758084274336485,"B2M/CD74/PLA2G2A/ZFP36/RPS19/RPS6/ISG15/ZFP36L1/FSTL1/HSPA1B",10
"GO:0002532","GO:0002532","production of molecular mediator involved in inflammatory response","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"RPS19/APOD/VAMP8",3
"GO:0002931","GO:0002931","response to ischemia","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"EEF2/EGR1/CAV1",3
"GO:0019229","GO:0019229","regulation of vasoconstriction","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"PTGS2/AGT/CAV1",3
"GO:0043299","GO:0043299","leukocyte degranulation","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"CD177/VAMP8/CHGA",3
"GO:0050779","GO:0050779","RNA destabilization","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"ZFP36/PABPC1/ZFP36L1",3
"GO:0051937","GO:0051937","catecholamine transport","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"ACTB/CHGA/AGT",3
"GO:0071384","GO:0071384","cellular response to corticosteroid stimulus","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"ZFP36/ERRFI1/ZFP36L1",3
"GO:2000134","GO:2000134","negative regulation of G1/S transition of mitotic cell cycle","3/411","24/5021",0.313063127471401,0.834883040925941,0.758084274336485,"CCL2/CDKN1A/FHL1",3
"GO:0060326","GO:0060326","cell chemotaxis","12/411","124/5021",0.314672298963162,0.834883040925941,0.758084274336485,"CALR/TMSB4X/CD74/NR4A1/RPS19/HSPB1/MDK/CCL2/DUSP1/CHGA/PTN/CORO1B",12
"GO:1901214","GO:1901214","regulation of neuron death","12/411","124/5021",0.314672298963162,0.834883040925941,0.758084274336485,"HSP90AB1/FOS/CLU/JUN/UBB/RACK1/EGR1/VSTM2L/MDK/LCN2/CCL2/CHGA",12
"GO:0007507","GO:0007507","heart development","19/411","205/5021",0.317846441327969,0.834883040925941,0.758084274336485,"CALR/SPARC/MYH11/FLNA/CCN1/PDLIM5/BASP1/TCAP/MYL2/TNNC1/MYH7/EIF4G2/CDKN1A/ZFP36L1/PTN/FN1/AGT/COL3A1/TPM1",19
"GO:0001516","GO:0001516","prostaglandin biosynthetic process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CD74/PTGS2",2
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"TACSTD2/AGT",2
"GO:0002067","GO:0002067","glandular epithelial cell differentiation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SPDEF/FASN",2
"GO:0002673","GO:0002673","regulation of acute inflammatory response","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"HLA-E/PTGS2",2
"GO:0003071","GO:0003071","renal system process involved in regulation of systemic arterial blood pressure","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"OR51E2/AGT",2
"GO:0006862","GO:0006862","nucleotide transport","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SLC25A6/ABCC4",2
"GO:0007263","GO:0007263","nitric oxide mediated signal transduction","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SPINK1/AGT",2
"GO:0010288","GO:0010288","response to lead ion","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SPARC/PTGS2",2
"GO:0010574","GO:0010574","regulation of vascular endothelial growth factor production","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CYP1B1/PTGS2",2
"GO:0030317","GO:0030317","flagellated sperm motility","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SEMG1/SEMG2",2
"GO:0031112","GO:0031112","positive regulation of microtubule polymerization or depolymerization","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"RPS3/HSPA1B",2
"GO:0032613","GO:0032613","interleukin-10 production","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"ISG15/HLA-DRB1",2
"GO:0032653","GO:0032653","regulation of interleukin-10 production","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"ISG15/HLA-DRB1",2
"GO:0032928","GO:0032928","regulation of superoxide anion generation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CD177/AGT",2
"GO:0034331","GO:0034331","cell junction maintenance","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CLDN3/CD177",2
"GO:0035988","GO:0035988","chondrocyte proliferation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"LTF/CCN2",2
"GO:0043370","GO:0043370","regulation of CD4-positive, alpha-beta T cell differentiation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"HLA-DRA/HLA-DRB1",2
"GO:0044060","GO:0044060","regulation of endocrine process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"OR51E2/AGT",2
"GO:0045648","GO:0045648","positive regulation of erythrocyte differentiation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"ISG15/HSPA1B",2
"GO:0046457","GO:0046457","prostanoid biosynthetic process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CD74/PTGS2",2
"GO:0046633","GO:0046633","alpha-beta T cell proliferation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"HLA-E/HLA-A",2
"GO:0046640","GO:0046640","regulation of alpha-beta T cell proliferation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"HLA-E/HLA-A",2
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SPOCK2/CHPF",2
"GO:0086091","GO:0086091","regulation of heart rate by cardiac conduction","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"YWHAE/CAV1",2
"GO:0090022","GO:0090022","regulation of neutrophil chemotaxis","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CD74/MDK",2
"GO:0097722","GO:0097722","sperm motility","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"SEMG1/SEMG2",2
"GO:0098801","GO:0098801","regulation of renal system process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"OR51E2/AGT",2
"GO:0120178","GO:0120178","steroid hormone biosynthetic process","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"EGR1/TSPO",2
"GO:1902236","GO:1902236","negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"XBP1/TMBIM6",2
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"CD74/MDK",2
"GO:1902745","GO:1902745","positive regulation of lamellipodium organization","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"BRK1/CORO1B",2
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"FLNA/MDK",2
"GO:2000209","GO:2000209","regulation of anoikis","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"PDK4/CAV1",2
"GO:2000772","GO:2000772","regulation of cellular senescence","2/411","14/5021",0.319928454544919,0.834883040925941,0.758084274336485,"B2M/YBX1",2
"GO:0051259","GO:0051259","protein complex oligomerization","7/411","68/5021",0.320724438847378,0.834883040925941,0.758084274336485,"B2M/CD74/COL1A2/GNMT/ISG15/HLA-DRB1/AQP2",7
"GO:0090316","GO:0090316","positive regulation of intracellular protein transport","7/411","68/5021",0.320724438847378,0.834883040925941,0.758084274336485,"YWHAE/HSP90AB1/FLNA/RHOU/PTGS2/CDH1/SFN",7
"GO:0000956","GO:0000956","nuclear-transcribed mRNA catabolic process","4/411","35/5021",0.32091058535128,0.834883040925941,0.758084274336485,"ZFP36/PABPC1/ZFP36L1/CSDE1",4
"GO:0045921","GO:0045921","positive regulation of exocytosis","4/411","35/5021",0.32091058535128,0.834883040925941,0.758084274336485,"SDC4/CD177/ARF1/VAMP8",4
"GO:0051881","GO:0051881","regulation of mitochondrial membrane potential","4/411","35/5021",0.32091058535128,0.834883040925941,0.758084274336485,"UBB/RACK1/IFI6/TSPO",4
"GO:1904029","GO:1904029","regulation of cyclin-dependent protein kinase activity","4/411","35/5021",0.32091058535128,0.834883040925941,0.758084274336485,"HSP90AB1/ACTB/CDKN1A/SFN",4
"GO:0007043","GO:0007043","cell-cell junction assembly","6/411","57/5021",0.32255127861067,0.837805606591789,0.760738000623149,"ACTG1/ACTB/CLDN4/CLDN3/AGT/CAV1",6
"GO:1904064","GO:1904064","positive regulation of cation transmembrane transport","6/411","57/5021",0.32255127861067,0.837805606591789,0.760738000623149,"TMSB4X/FLNA/ARF1/LCN2/CCL2/AGT",6
"GO:0008637","GO:0008637","apoptotic mitochondrial changes","5/411","46/5021",0.323028415874005,0.838372627416587,0.761252862645048,"CLU/JUN/IFI6/GPX1/SFN",5
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","14/411","148/5021",0.324834048891547,0.842383894603459,0.764895143569999,"XBP1/B2M/SPARC/ZFP36/NR4A1/MDK/CCL2/ERRFI1/B4GALT1/ZFP36L1/PTN/CAV1/GPX1/SFN",14
"GO:0001932","GO:0001932","regulation of protein phosphorylation","34/411","382/5021",0.32575633651524,0.84409981917829,0.766453224609332,"HSP90AA1/TXN/RPLP1/HSP90AB1/PMEPA1/CD24/CD74/LTF/CLU/ACTB/GDF15/CCN1/GADD45B/CLDN3/SDC4/RPS3/SPINK1/RACK1/PPP1R1B/EGR1/CCN2/HSPB1/HLA-DRB1/SOCS3/CDKN1A/TCIM/ERRFI1/DUSP1/PTGS2/ERP29/FN1/AGT/CAV1/SFN",34
"GO:0032989","GO:0032989","cellular component morphogenesis","23/411","253/5021",0.328010116164518,0.849260404681754,0.771139100983352,"HSP90AA1/RPL24/ACTG1/HSP90AB1/MYH11/LMOD1/ACTB/KRT19/UBB/KRT8/PDLIM5/TCAP/MYL2/VSTM2L/MDK/EIF4G2/MYH3/ACTA1/SPINK2/PTN/FN1/TPM1/CORO1B",23
"GO:0006875","GO:0006875","cellular metal ion homeostasis","17/411","184/5021",0.335859229029007,0.861623659306441,0.782365091273199,"YWHAE/CALR/FTL/CD24/MT1G/SLC39A6/SLC39A7/TMBIM6/MT2A/ATP6V1G1/ARF1/LCN2/TPT1/TRPM8/MT1E/AGT/CAV1",17
"GO:0006140","GO:0006140","regulation of nucleotide metabolic process","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"ENO1/TMSB4X/PDK4",3
"GO:0008306","GO:0008306","associative learning","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"FOS/PPP1R1B/AGT",3
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"CLU/TSPO/GPX1",3
"GO:0014015","GO:0014015","positive regulation of gliogenesis","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"TSPO/MDK/PTN",3
"GO:0032964","GO:0032964","collagen biosynthetic process","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"CCN2/ERRFI1/COL1A1",3
"GO:0043489","GO:0043489","RNA stabilization","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"ZFP36/YBX1/PABPC1",3
"GO:0048008","GO:0048008","platelet-derived growth factor receptor signaling pathway","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"APOD/PLAT/TXNIP",3
"GO:0050922","GO:0050922","negative regulation of chemotaxis","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"CCL2/DUSP1/CORO1B",3
"GO:1900542","GO:1900542","regulation of purine nucleotide metabolic process","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"ENO1/TMSB4X/PDK4",3
"GO:1901184","GO:1901184","regulation of ERBB signaling pathway","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"IFI6/ERRFI1/AGT",3
"GO:1902807","GO:1902807","negative regulation of cell cycle G1/S phase transition","3/411","25/5021",0.336243379241538,0.861623659306441,0.782365091273199,"CCL2/CDKN1A/FHL1",3
